Timestamp,language,problem
10/24/2022 13:37:59,Python,Readability
10/24/2022 13:38:00,Python,Readability
10/24/2022 13:38:00,Python,Filter
10/24/2022 13:38:00,Python,DNA
10/24/2022 13:38:00,Python,Hello
10/24/2022 13:38:00,Python,Speller
10/24/2022 13:38:00,Python,Readability
10/24/2022 13:38:00,Python,Wordle50
10/24/2022 13:38:01,Python,DNA
10/24/2022 13:38:01,Python,Wordle50
10/24/2022 13:38:01,Python,Scratch
10/24/2022 13:38:01,Python,Scratch
10/24/2022 13:38:01,Python,DNA
10/24/2022 13:38:02,Python,Hello
10/24/2022 13:38:02,C,Tideman
10/24/2022 13:38:03,Scratch,Credit
10/24/2022 13:38:03,C,Readability
10/24/2022 13:38:03,Python,Speller
10/24/2022 13:38:03,Python,Credit
10/24/2022 13:38:04,Python,Hello
10/24/2022 13:38:04,Python,Readability
10/24/2022 13:38:04,Scratch,Plurality
10/24/2022 13:38:04,Python,Wordle50
10/24/2022 13:38:05,Python,Recover
10/24/2022 13:38:05,C,Speller
10/24/2022 13:38:05,C,Caesar
10/24/2022 13:38:05,Python,Substitution
10/24/2022 13:38:05,Python,Speller
10/24/2022 13:38:05,C,Caesar
10/24/2022 13:38:05,Scratch,Scratch
10/24/2022 13:38:05,Python,Wordle50
10/24/2022 13:38:06,C,Hello
10/24/2022 13:38:06,C,Readability
10/24/2022 13:38:06,Python,Filter
10/24/2022 13:38:06,Python,Cash
10/24/2022 13:38:06,Python,Scratch
10/24/2022 13:38:06,C,Speller
10/24/2022 13:38:06,Python,DNA
10/24/2022 13:38:07,Python,Mario
10/24/2022 13:38:07,Python,Readability
10/24/2022 13:38:07,Python,Wordle50
10/24/2022 13:38:07,C,Speller
10/24/2022 13:38:07,Python,Caesar
10/24/2022 13:38:08,Scratch,Scratch
10/24/2022 13:38:08,C,Tideman
10/24/2022 13:38:08,Python,Caesar
10/24/2022 13:38:08,Python,Readability
10/24/2022 13:38:08,C,Speller
10/24/2022 13:38:09,Python,Wordle50
10/24/2022 13:38:09,Python,Readability
10/24/2022 13:38:09,Python,Hello
10/24/2022 13:38:09,C,Filter
10/24/2022 13:38:09,C,Recover
10/24/2022 13:38:09,C,Cash
10/24/2022 13:38:10,C,Runoff
10/24/2022 13:38:10,Python,Hello
10/24/2022 13:38:10,Python,Bulbs
10/24/2022 13:38:10,C,Caesar
10/24/2022 13:38:10,Python,Filter
10/24/2022 13:38:10,Python,Readability
10/24/2022 13:38:10,C,Filter
10/24/2022 13:38:10,Python,Hello
10/24/2022 13:38:11,Python,Credit
10/24/2022 13:38:11,Python,Filter
10/24/2022 13:38:11,Python,Mario
10/24/2022 13:38:11,Python,Runoff
10/24/2022 13:38:11,C,Tideman
10/24/2022 13:38:11,C,Hello
10/24/2022 13:38:12,Python,Readability
10/24/2022 13:38:12,Python,Credit
10/24/2022 13:38:12,Python,Runoff
10/24/2022 13:38:12,Python,Scratch
10/24/2022 13:38:12,Python,Readability
10/24/2022 13:38:12,Python,DNA
10/24/2022 13:38:13,Python,Scratch
10/24/2022 13:38:13,C,Plurality
10/24/2022 13:38:13,Python,Scratch
10/24/2022 13:38:13,Python,Cash
10/24/2022 13:38:14,C,Bulbs
10/24/2022 13:38:14,Python,Bulbs
10/24/2022 13:38:15,Python,Tideman
10/24/2022 13:38:15,C,Caesar
10/24/2022 13:38:15,Python,Mario
10/24/2022 13:38:15,C,Speller
10/24/2022 13:38:15,Python,Filter
10/24/2022 13:38:16,Python,Caesar
10/24/2022 13:38:16,Python,Plurality
10/24/2022 13:38:16,C,Speller
10/24/2022 13:38:16,Python,Readability
10/24/2022 13:38:16,C,DNA
10/24/2022 13:38:16,Python,Readability
10/24/2022 13:38:17,C,Plurality
10/24/2022 13:38:17,Python,Reverse
10/24/2022 13:38:17,Python,Readability
10/24/2022 13:38:17,Scratch,Credit
10/24/2022 13:38:17,Python,Credit
10/24/2022 13:38:18,Python,Mario
10/24/2022 13:38:18,Python,Cash
10/24/2022 13:38:18,C,Credit
10/24/2022 13:38:18,Python,Substitution
10/24/2022 13:38:18,Python,Mario
10/24/2022 13:38:18,Scratch,Tideman
10/24/2022 13:38:19,Python,Mario
10/24/2022 13:38:19,Python,Readability
10/24/2022 13:38:19,Python,Caesar
10/24/2022 13:38:19,Python,Filter
10/24/2022 13:38:19,Python,Filter
10/24/2022 13:38:19,Scratch,Hello
10/24/2022 13:38:20,Python,Caesar
10/24/2022 13:38:20,Scratch,Scratch
10/24/2022 13:38:21,Python,Speller
10/24/2022 13:38:21,Python,Wordle50
10/24/2022 13:38:21,Python,Readability
10/24/2022 13:38:22,Python,DNA
10/24/2022 13:38:22,C,Caesar
10/24/2022 13:38:22,Python,Mario
10/24/2022 13:38:22,C,Recover
10/24/2022 13:38:23,C,Bulbs
10/24/2022 13:38:23,C,Hello
10/24/2022 13:38:23,Python,Plurality
10/24/2022 13:38:23,C,Caesar
10/24/2022 13:38:23,Python,Readability
10/24/2022 13:38:23,Python,DNA
10/24/2022 13:38:24,Python,Mario
10/24/2022 13:38:24,Python,DNA
10/24/2022 13:38:24,Python,Reverse
10/24/2022 13:38:24,Python,Scratch
10/24/2022 13:38:25,Scratch,Scratch
10/24/2022 13:38:25,Python,Filter
10/24/2022 13:38:25,C,Scratch
10/24/2022 13:38:25,Scratch,Tideman
10/24/2022 13:38:25,Python,DNA
10/24/2022 13:38:25,C,Reverse
10/24/2022 13:38:26,Python,Mario
10/24/2022 13:38:26,Python,Caesar
10/24/2022 13:38:26,Python,Reverse
10/24/2022 13:38:26,C,Plurality
10/24/2022 13:38:26,Python,Credit
10/24/2022 13:38:26,Python,Cash
10/24/2022 13:38:27,C,Hello
10/24/2022 13:38:28,Python,Substitution
10/24/2022 13:38:28,Python,Scratch
10/24/2022 13:38:28,C,Speller
10/24/2022 13:38:28,Python,Wordle50
10/24/2022 13:38:28,Python,Cash
10/24/2022 13:38:28,Python,Recover
10/24/2022 13:38:29,Python,Cash
10/24/2022 13:38:30,Python,Substitution
10/24/2022 13:38:30,Python,Plurality
10/24/2022 13:38:30,Python,Caesar
10/24/2022 13:38:30,Scratch,Tideman
10/24/2022 13:38:30,Python,Scratch
10/24/2022 13:38:31,Python,DNA
10/24/2022 13:38:31,Python,Wordle50
10/24/2022 13:38:31,Scratch,Mario
10/24/2022 13:38:32,Python,Hello
10/24/2022 13:38:33,Python,Speller
10/24/2022 13:38:33,Python,Runoff
10/24/2022 13:38:33,Python,Mario
10/24/2022 13:38:33,C,Filter
10/24/2022 13:38:33,Python,Mario
10/24/2022 13:38:34,Python,DNA
10/24/2022 13:38:34,Python,Bulbs
10/24/2022 13:38:35,Python,Scratch
10/24/2022 13:38:35,Scratch,Tideman
10/24/2022 13:38:36,Python,Mario
10/24/2022 13:38:36,Python,DNA
10/24/2022 13:38:36,Python,Caesar
10/24/2022 13:38:38,Python,Hello
10/24/2022 13:38:38,Python,Wordle50
10/24/2022 13:38:38,Python,Tideman
10/24/2022 13:38:39,Python,DNA
10/24/2022 13:38:40,Scratch,Tideman
10/24/2022 13:38:40,C,Filter
10/24/2022 13:38:41,Python,Hello
10/24/2022 13:38:41,Python,Filter
10/24/2022 13:38:41,Python,Readability
10/24/2022 13:38:42,Python,Filter
10/24/2022 13:38:42,Python,DNA
10/24/2022 13:38:42,Python,Hello
10/24/2022 13:38:42,Python,DNA
10/24/2022 13:38:43,Scratch,Scratch
10/24/2022 13:38:43,Python,Scratch
10/24/2022 13:38:43,Python,Reverse
10/24/2022 13:38:43,C,Hello
10/24/2022 13:38:44,Python,Tideman
10/24/2022 13:38:44,Scratch,Tideman
10/24/2022 13:38:44,C,Filter
10/24/2022 13:38:45,Python,Tideman
10/24/2022 13:38:46,Python,DNA
10/24/2022 13:38:46,Python,Speller
10/24/2022 13:38:47,C,Readability
10/24/2022 13:38:47,Python,Filter
10/24/2022 13:38:48,Python,Mario
10/24/2022 13:38:48,C,Caesar
10/24/2022 13:38:48,Scratch,Tideman
10/24/2022 13:38:50,C,Readability
10/24/2022 13:38:50,Python,Cash
10/24/2022 13:38:50,C,Readability
10/24/2022 13:38:51,Python,Hello
10/24/2022 13:38:52,C,Speller
10/24/2022 13:38:52,Python,Hello
10/24/2022 13:38:52,Python,Plurality
10/24/2022 13:38:53,C,DNA
10/24/2022 13:38:53,Python,Mario
10/24/2022 13:38:53,Scratch,Tideman
10/24/2022 13:38:53,C,Bulbs
10/24/2022 13:38:53,Python,Scratch
10/24/2022 13:38:54,Python,Speller
10/24/2022 13:38:55,Python,Mario
10/24/2022 13:38:56,C,Tideman
10/24/2022 13:38:56,Python,Tideman
10/24/2022 13:38:57,Python,DNA
10/24/2022 13:38:57,Scratch,Tideman
10/24/2022 13:38:59,Scratch,Scratch
10/24/2022 13:39:01,Scratch,Tideman
10/24/2022 13:39:02,Python,Hello
10/24/2022 13:39:02,Python,Mario
10/24/2022 13:39:02,Python,Hello
10/24/2022 13:39:03,Python,Readability
10/24/2022 13:39:03,Python,Caesar
10/24/2022 13:39:04,Python,Readability
10/24/2022 13:39:04,Python,Mario
10/24/2022 13:39:05,Python,Mario
10/24/2022 13:39:05,C,DNA
10/24/2022 13:39:05,Python,Readability
10/24/2022 13:39:05,C,Filter
10/24/2022 13:39:05,Python,Mario
10/24/2022 13:39:06,Scratch,Tideman
10/24/2022 13:39:06,Python,Credit
10/24/2022 13:39:07,Python,Readability
10/24/2022 13:39:07,Python,Wordle50
10/24/2022 13:39:08,C,Scratch
10/24/2022 13:39:08,Python,Mario
10/24/2022 13:39:09,Python,Runoff
10/24/2022 13:39:09,Python,Plurality
10/24/2022 13:39:09,Python,Scratch
10/24/2022 13:39:09,Python,Credit
10/24/2022 13:39:10,Scratch,Tideman
10/24/2022 13:39:10,Python,Reverse
10/24/2022 13:39:11,Python,Scratch
10/24/2022 13:39:11,Python,Cash
10/24/2022 13:39:11,Python,Mario
10/24/2022 13:39:13,C,Filter
10/24/2022 13:39:13,Python,Hello
10/24/2022 13:39:13,Python,Mario
10/24/2022 13:39:15,Scratch,Runoff
10/24/2022 13:39:17,Python,Credit
10/24/2022 13:39:17,C,Mario
10/24/2022 13:39:17,Scratch,Tideman
10/24/2022 13:39:17,C,Reverse
10/24/2022 13:39:18,Python,Speller
10/24/2022 13:39:19,Python,Mario
10/24/2022 13:39:20,Python,Hello
10/24/2022 13:39:21,Python,Wordle50
10/24/2022 13:39:21,Scratch,Tideman
10/24/2022 13:39:24,C,Mario
10/24/2022 13:39:25,C,DNA
10/24/2022 13:39:25,Python,Reverse
10/24/2022 13:39:26,Python,Caesar
10/24/2022 13:39:28,Scratch,Tideman
10/24/2022 13:39:29,C,Filter
10/24/2022 13:39:32,C,Tideman
10/24/2022 13:39:33,Python,DNA
10/24/2022 13:39:34,Python,Wordle50
10/24/2022 13:39:34,Scratch,Tideman
10/24/2022 13:39:35,C,Cash
10/24/2022 13:39:35,C,Filter
10/24/2022 13:39:35,C,Wordle50
10/24/2022 13:39:36,Python,Mario
10/24/2022 13:39:36,Python,Mario
10/24/2022 13:39:38,Scratch,Tideman
10/24/2022 13:39:39,Python,Mario
10/24/2022 13:39:41,C,Cash
10/24/2022 13:39:42,Python,Mario
10/24/2022 13:39:43,Scratch,Tideman
10/24/2022 13:39:46,Scratch,Scratch
10/24/2022 13:39:46,Python,Mario
10/24/2022 13:39:47,Scratch,Tideman
10/24/2022 13:39:49,Python,Wordle50
10/24/2022 13:39:51,Python,Hello
10/24/2022 13:39:51,Scratch,Tideman
10/24/2022 13:39:51,C,Credit
10/24/2022 13:39:57,Scratch,Tideman
10/24/2022 13:39:58,Python,Hello
10/24/2022 13:39:58,Scratch,Hello
10/24/2022 13:39:59,Python,Filter
10/24/2022 13:40:01,Scratch,Tideman
10/24/2022 13:40:03,Python,Mario
10/24/2022 13:40:04,Scratch,Tideman
10/24/2022 13:40:07,C,Readability
10/24/2022 13:40:08,Scratch,Tideman
10/24/2022 13:40:08,Python,Filter
10/24/2022 13:40:08,Python,Wordle50
10/24/2022 13:40:10,Python,Cash
10/24/2022 13:40:11,Scratch,Tideman
10/24/2022 13:40:14,Scratch,Scratch
10/24/2022 13:40:15,Scratch,Tideman
10/24/2022 13:40:15,C,Hello
10/24/2022 13:40:19,Scratch,Tideman
